Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Years_Established
FDN33,6.305,Regular Fat,-2.095462718082035,Snack Foods,93.2436,OUT013,High,Tier 3,Supermarket Type1,2079.9592,34
DRC01,5.92,Regular Fat,-3.95081882486155,Soft Drinks,49.8692,OUT045,Medium,Tier 2,Supermarket Type1,1133.1916,19
FDL57,15.1,Regular Fat,-2.6998909038857373,Snack Foods,260.2304,OUT045,Medium,Tier 2,Supermarket Type1,4908.2776,19
NCF42,17.35,Low Fat,-1.2723768170813696,Household,177.5712,OUT010,Medium,Tier 3,Grocery Store,527.3136,23
FDG50,7.405,Low Fat,-4.181747746867417,Canned,89.9146,OUT046,Small,Tier 1,Supermarket Type1,1550.6482,24
FDH22,6.405,Low Fat,-1.991336470991259,Snack Foods,128.7678,OUT049,Medium,Tier 1,Supermarket Type1,3052.0272,22
FDO36,19.7,Low Fat,-2.55059814254197,Baking Goods,178.06599999999997,OUT049,Medium,Tier 1,Supermarket Type1,3954.8520000000003,22
FDY04,17.7,Regular Fat,-3.154740291169161,Frozen Foods,162.721,OUT018,Medium,Tier 3,Supermarket Type2,978.7260000000001,12
FDZ09,17.6,Low Fat,-2.2551374009658045,Snack Foods,161.8868,OUT035,Small,Tier 2,Supermarket Type1,4094.67,17
FDH28,15.85,Regular Fat,-2.205439634707662,Frozen Foods,39.7506,OUT049,Medium,Tier 1,Supermarket Type1,721.0614,22
FDN32,17.5,Low Fat,-4.161474598435998,Fruits and Vegetables,185.1266,OUT049,Medium,Tier 1,Supermarket Type1,4795.0916,22
DRJ37,11.847459893048129,Low Fat,-2.80007508291265,Soft Drinks,150.8024,OUT027,Medium,Tier 3,Supermarket Type3,3339.6528,36
FDE57,9.6,Low Fat,-3.3107069162253597,Fruits and Vegetables,140.8154,OUT017,Medium,Tier 2,Supermarket Type1,1843.6002,14
FDG05,11.0,Regular Fat,-2.430131028544877,Frozen Foods,158.063,OUT045,Medium,Tier 2,Supermarket Type1,2659.8709999999996,19
FDI09,20.75,Regular Fat,-2.0412639801123404,Seafood,240.188,OUT018,Medium,Tier 3,Supermarket Type2,5992.2,12
DRD12,11.847459893048129,Low Fat,-2.713802050604345,Soft Drinks,89.4146,OUT027,Medium,Tier 3,Supermarket Type3,2645.2234,36
FDD02,16.6,Low Fat,-2.4748356212685936,Canned,118.0124,OUT010,Medium,Tier 3,Grocery Store,592.562,23
FDI36,12.5,Regular Fat,-2.7750969532227883,Baking Goods,199.7426,OUT046,Small,Tier 1,Supermarket Type1,593.2278,24
DRK39,7.02,Low Fat,-2.996874405538485,Dairy,82.425,OUT049,Medium,Tier 1,Supermarket Type1,1414.825,22
FDH44,19.1,Regular Fat,-3.6547771639209126,Fruits and Vegetables,147.6418,OUT035,Small,Tier 2,Supermarket Type1,1471.418,17
FDS56,5.785,Regular Fat,-3.2488938667941483,Fruits and Vegetables,262.6252,OUT049,Medium,Tier 1,Supermarket Type1,524.6504,22
DRJ59,11.65,Low Fat,-3.9418875444024026,Hard Drinks,40.3164,OUT045,Medium,Tier 2,Supermarket Type1,502.0132,19
NCA30,19.0,Low Fat,-1.530265646562058,Household,190.1872,OUT010,Medium,Tier 3,Grocery Store,567.2616,23
FDF17,5.19,Low Fat,-3.1533848746227613,Frozen Foods,197.81099999999998,OUT045,Medium,Tier 2,Supermarket Type1,2946.165,19
NCX18,14.15,Low Fat,-4.818533187480636,Household,196.31099999999998,OUT046,Small,Tier 1,Supermarket Type1,3338.987,24
NCO53,16.2,Low Fat,-1.7378503492972426,Health and Hygiene,183.7608,OUT018,Medium,Tier 3,Supermarket Type2,2940.1728,12
FDT23,7.72,Regular Fat,-2.5923003643278792,Breads,78.8986,OUT049,Medium,Tier 1,Supermarket Type1,623.1888,22
NCJ19,18.6,Low Fat,-2.135546299986258,Others,56.2588,OUT046,Small,Tier 1,Supermarket Type1,1030.6584,24
FDI05,8.35,Regular Fat,-2.0589540979435785,Frozen Foods,76.5354,OUT017,Medium,Tier 2,Supermarket Type1,1805.6496,14
NCJ19,18.6,Low Fat,-1.6204528042312476,Others,55.6588,OUT010,Medium,Tier 3,Grocery Store,114.5176,23
NCS29,13.14231395348837,Low Fat,-2.6706289329024115,Health and Hygiene,264.0884,OUT027,Medium,Tier 3,Supermarket Type3,4504.8028,36
NCC06,19.0,Low Fat,-3.613256010866837,Household,129.8336,OUT013,High,Tier 3,Supermarket Type1,3451.5072,34
FDJ12,8.895,Regular Fat,-3.237499498902968,Baking Goods,207.4296,OUT017,Medium,Tier 2,Supermarket Type1,2492.7552,14
FDW48,18.0,Low Fat,-4.763730373420181,Baking Goods,78.5618,OUT013,High,Tier 3,Supermarket Type1,402.809,34
FDX32,15.1,Regular Fat,-2.2983631579176693,Fruits and Vegetables,144.7786,OUT017,Medium,Tier 2,Supermarket Type1,2600.6148,14
FDH02,12.305705009276437,Regular Fat,-4.094125062313968,Canned,91.8488,OUT027,Medium,Tier 3,Supermarket Type3,2716.4640000000004,36
FDD16,20.5,Low Fat,-3.3144758516741097,Frozen Foods,75.8696,OUT046,Small,Tier 1,Supermarket Type1,2386.2272,24
FDR09,12.987879554655873,Low Fat,-2.5594377920809617,Snack Foods,259.7962,OUT027,Medium,Tier 3,Supermarket Type3,8028.8822,36
FDB32,20.6,Low Fat,-3.748694173989507,Fruits and Vegetables,93.3778,OUT018,Medium,Tier 3,Supermarket Type2,1314.2892,12
FDP11,15.85,Low Fat,-2.6730251427965297,Breads,218.7166,OUT013,High,Tier 3,Supermarket Type1,4136.6154,34
FDG09,20.6,Regular Fat,-3.0363290434392183,Fruits and Vegetables,187.7556,OUT049,Medium,Tier 1,Supermarket Type1,3004.0896,22
FDF21,10.3,Regular Fat,-2.833980345126348,Fruits and Vegetables,187.85299999999998,OUT013,High,Tier 3,Supermarket Type1,2656.542,34
NCJ19,13.853284671532847,Low Fat,-2.140400607916572,Others,55.2588,OUT027,Medium,Tier 3,Supermarket Type3,2748.4224,36
FDY03,17.6,Regular Fat,-2.0603266959492204,Meat,111.3202,OUT010,Medium,Tier 3,Grocery Store,337.5606,23
FDK58,11.35,Regular Fat,-3.102313022282357,Snack Foods,101.0016,OUT013,High,Tier 3,Supermarket Type1,2631.2416,34
FDC26,10.195,Low Fat,-2.066884030299198,Canned,112.2886,OUT049,Medium,Tier 1,Supermarket Type1,2557.3378,22
FDN15,17.5,Low Fat,-4.086243960866199,Meat,138.518,OUT018,Medium,Tier 3,Supermarket Type2,2376.906,12
DRH11,11.400327868852457,Low Fat,-2.5877094791159196,Hard Drinks,56.0614,OUT027,Medium,Tier 3,Supermarket Type3,2597.2858,36
NCK17,11.0,Low Fat,-3.273772709658537,Health and Hygiene,40.948,OUT013,High,Tier 3,Supermarket Type1,319.584,34
DRC01,5.92,Regular Fat,-3.9528448436984136,Soft Drinks,47.7692,OUT046,Small,Tier 1,Supermarket Type1,492.69199999999995,24
FDD03,13.3,Low Fat,-2.528342357081502,Dairy,232.73,OUT035,Small,Tier 2,Supermarket Type1,2796.36,17
NCY17,18.2,Low Fat,-1.8118619162656817,Health and Hygiene,45.1086,OUT049,Medium,Tier 1,Supermarket Type1,669.1289999999999,22
DRY23,9.395,Regular Fat,-2.213970121616117,Soft Drinks,42.3112,OUT049,Medium,Tier 1,Supermarket Type1,980.0576,22
FDT50,6.75,Regular Fat,-2.223602762706563,Dairy,96.3752,OUT035,Small,Tier 2,Supermarket Type1,1342.2528,17
FDC38,15.7,Low Fat,-2.100526017232563,Canned,133.1942,OUT013,High,Tier 3,Supermarket Type1,2782.3782,34
NCN06,8.39,Low Fat,-1.601034718374146,Household,162.8868,OUT010,Medium,Tier 3,Grocery Store,327.5736,23
FDP56,13.224769381746812,Low Fat,-3.0734984611335436,Fruits and Vegetables,47.4692,OUT027,Medium,Tier 3,Supermarket Type3,1576.6144,36
FDW34,9.6,Low Fat,-3.3339699195937826,Snack Foods,244.917,OUT045,Medium,Tier 2,Supermarket Type1,2916.204,19
FDU07,11.1,Low Fat,-2.8161534913965163,Fruits and Vegetables,151.3366,OUT035,Small,Tier 2,Supermarket Type1,3022.732,17
NCO55,12.8,Low Fat,-2.392421445563303,Others,108.9938,OUT018,Medium,Tier 3,Supermarket Type2,1071.938,12
FDL16,12.85,Low Fat,-1.7754588550632473,Frozen Foods,46.106,OUT017,Medium,Tier 2,Supermarket Type1,792.302,14
FDT59,13.65,Low Fat,-4.138691449383462,Breads,231.9668,OUT045,Medium,Tier 2,Supermarket Type1,3225.1352,19
DRF01,11.847459893048129,Low Fat,-1.747365370754546,Soft Drinks,146.6102,OUT027,Medium,Tier 3,Supermarket Type3,1895.5326,36
NCS06,7.935,Low Fat,-3.448254304262944,Household,261.591,OUT045,Medium,Tier 2,Supermarket Type1,3155.8920000000003,19
FDY13,12.305705009276437,Low Fat,-2.9422066915753753,Canned,74.967,OUT019,Small,Tier 1,Grocery Store,229.701,36
DRF36,16.1,Low Fat,-3.2323774631555167,Soft Drinks,189.9846,OUT010,Medium,Tier 3,Grocery Store,191.0846,23
FDV10,7.645,Regular Fat,-2.993452921252283,Snack Foods,41.8112,OUT046,Small,Tier 1,Supermarket Type1,894.8352,24
FDE09,8.775,Low Fat,-3.319811837535655,Fruits and Vegetables,110.7228,OUT010,Medium,Tier 3,Grocery Store,331.5684,23
FDC20,10.65,Low Fat,-3.7288652150416506,Fruits and Vegetables,57.2272,OUT045,Medium,Tier 2,Supermarket Type1,1174.4712,19
FDI58,7.64,Regular Fat,-2.643605946907628,Snack Foods,95.012,OUT017,Medium,Tier 2,Supermarket Type1,1864.24,14
FDI56,7.325,Low Fat,-2.3653799937881157,Fruits and Vegetables,93.2146,OUT017,Medium,Tier 2,Supermarket Type1,1733.0774,14
NCI17,8.645,Low Fat,-1.9378941611050051,Health and Hygiene,94.741,OUT018,Medium,Tier 3,Supermarket Type2,1061.951,12
NCE19,8.97,Low Fat,-2.3734450671471627,Household,55.7956,OUT049,Medium,Tier 1,Supermarket Type1,1037.3164,22
FDA26,13.42606890459364,Regular Fat,-2.0446525958548345,Dairy,219.3482,OUT019,Small,Tier 1,Grocery Store,219.0482,36
FDR01,5.405,Regular Fat,-2.921743905695435,Canned,198.6742,OUT018,Medium,Tier 3,Supermarket Type2,2388.8904,12
FDC32,13.224769381746812,Low Fat,-2.3163893143524446,Fruits and Vegetables,90.6462,OUT027,Medium,Tier 3,Supermarket Type3,2406.2012,36
FDF11,10.195,Regular Fat,-4.0365304367413595,Starchy Foods,240.1538,OUT049,Medium,Tier 1,Supermarket Type1,1442.1228,22
FDH46,6.935,Regular Fat,-3.187321781435153,Snack Foods,103.5332,OUT046,Small,Tier 1,Supermarket Type1,1230.3984,24
FDY33,12.987879554655873,Regular Fat,-1.7708596323218433,Snack Foods,159.0262,OUT019,Small,Tier 1,Grocery Store,159.1262,36
DRG23,8.88,Low Fat,-2.4443652245436236,Hard Drinks,152.2682,OUT046,Small,Tier 1,Supermarket Type1,1829.6184,24
FDY04,12.867061281337046,Regular Fat,-3.163659897823626,Frozen Foods,162.52100000000002,OUT027,Medium,Tier 3,Supermarket Type3,4567.388,36
FDE26,9.3,Low Fat,-2.417028118948029,Canned,145.3786,OUT045,Medium,Tier 2,Supermarket Type1,2745.0934,19
NCU42,9.0,Low Fat,-3.937188773689009,Household,169.4474,OUT035,Small,Tier 2,Supermarket Type1,4211.185,17
NCO42,21.25,Low Fat,-3.7029405698775637,Household,146.0102,OUT035,Small,Tier 2,Supermarket Type1,2916.204,17
FDU25,12.35,Low Fat,-3.622240240975644,Canned,59.2246,OUT049,Medium,Tier 1,Supermarket Type1,984.7182,22
FDW02,13.42606890459364,Regular Fat,-3.282964793736204,Dairy,124.3704,OUT027,Medium,Tier 3,Supermarket Type3,3004.0896,36
FDS22,16.85,Regular Fat,-3.765570494903439,Snack Foods,43.9428,OUT046,Small,Tier 1,Supermarket Type1,351.5424,24
FDG57,14.7,Low Fat,-2.627142942645042,Fruits and Vegetables,49.8034,OUT035,Small,Tier 2,Supermarket Type1,631.8442,17
FDQ25,8.63,Regular Fat,-3.5616521254109004,Canned,173.9422,OUT018,Medium,Tier 3,Supermarket Type2,4138.6128,12
NCS06,7.935,Low Fat,-3.446214977923046,Household,261.291,OUT018,Medium,Tier 3,Supermarket Type2,2892.901,12
FDC29,12.867061281337046,Regular Fat,-3.726023055558099,Frozen Foods,112.7176,OUT027,Medium,Tier 3,Supermarket Type3,1832.2816,36
NCZ41,19.85,Low Fat,-2.7425010346400396,Health and Hygiene,126.7704,OUT035,Small,Tier 2,Supermarket Type1,1752.3856,17
FDW23,5.765,Low Fat,-2.5008861283198134,Baking Goods,37.5164,OUT046,Small,Tier 1,Supermarket Type1,656.4788,24
FDB03,17.75,Regular Fat,-1.8510276916202515,Dairy,240.5538,OUT049,Medium,Tier 1,Supermarket Type1,3845.6608,22
FDN25,12.768202247191004,Regular Fat,-2.2338945938836807,Breakfast,55.5588,OUT019,Small,Tier 1,Grocery Store,229.0352,36
NCN05,8.235,Low Fat,-4.2363917457729645,Health and Hygiene,181.895,OUT046,Small,Tier 1,Supermarket Type1,732.38,24
FDV43,13.224769381746812,Low Fat,-2.5706808883490493,Fruits and Vegetables,43.4086,OUT027,Medium,Tier 3,Supermarket Type3,847.5634,36
FDG44,6.13,Low Fat,-2.279358627843487,Fruits and Vegetables,55.0298,OUT049,Medium,Tier 1,Supermarket Type1,539.298,22
FDS12,9.1,Low Fat,-1.7439535893074718,Baking Goods,127.2362,OUT018,Medium,Tier 3,Supermarket Type2,1635.8706,12
FDI52,18.7,Low Fat,-2.2576975149697818,Frozen Foods,121.4072,OUT013,High,Tier 3,Supermarket Type1,2450.144,34
FDU12,15.5,Regular Fat,-2.578749179517775,Baking Goods,261.7568,OUT049,Medium,Tier 1,Supermarket Type1,1845.5976,22
FDG58,10.695,Regular Fat,-2.4445543271463164,Snack Foods,156.7972,OUT035,Small,Tier 2,Supermarket Type1,3427.5384,17
FDA16,6.695,Low Fat,-3.3790369479421423,Frozen Foods,220.8456,OUT018,Medium,Tier 3,Supermarket Type2,5084.0488,12
NCD18,16.0,Low Fat,-2.622027851789252,Household,229.8668,OUT035,Small,Tier 2,Supermarket Type1,4837.7028,17
FDI21,5.59,Regular Fat,-2.87252902051837,Snack Foods,62.6168,OUT013,High,Tier 3,Supermarket Type1,639.168,34
FDW31,11.35,Regular Fat,-3.1372445949490877,Fruits and Vegetables,197.0742,OUT017,Medium,Tier 2,Supermarket Type1,2587.9646,14
FDB35,12.3,Regular Fat,-2.7351818531074166,Starchy Foods,93.8804,OUT018,Medium,Tier 3,Supermarket Type2,1470.0864,12
FDK58,12.987879554655873,Regular Fat,-3.1063348157680957,Snack Foods,102.4016,OUT027,Medium,Tier 3,Supermarket Type3,2428.8384,36
FDU14,17.75,Low Fat,-3.3594995372104552,Dairy,248.775,OUT046,Small,Tier 1,Supermarket Type1,3745.125,24
NCP43,17.75,Low Fat,-3.4857321661221516,Others,178.56599999999997,OUT018,Medium,Tier 3,Supermarket Type2,2516.724,12
FDM20,13.224769381746812,Low Fat,-3.7615014686958177,Fruits and Vegetables,245.0144,OUT027,Medium,Tier 3,Supermarket Type3,3185.1872,36
FDT36,12.277108208955223,Low Fat,-2.200608645842494,Baking Goods,35.2874,OUT027,Medium,Tier 3,Supermarket Type3,988.0472,36
FDW19,12.35,Regular Fat,-3.2530207854757776,Fruits and Vegetables,110.257,OUT018,Medium,Tier 3,Supermarket Type2,1757.7120000000002,12
FDB29,16.7,Regular Fat,-2.9470723654865645,Frozen Foods,113.9176,OUT049,Medium,Tier 1,Supermarket Type1,2519.3872,22
FDN39,19.35,Regular Fat,-2.7197534477149,Meat,167.0816,OUT017,Medium,Tier 2,Supermarket Type1,1510.0344,14
FDI02,15.7,Regular Fat,-2.166612119704914,Canned,112.0202,OUT046,Small,Tier 1,Supermarket Type1,337.5606,24
FDA46,12.987879554655873,Low Fat,-2.1450191005635504,Snack Foods,196.1136,OUT027,Medium,Tier 3,Supermarket Type3,6026.8216,36
FDV36,18.7,Low Fat,-3.6324696693156833,Baking Goods,124.902,OUT017,Medium,Tier 2,Supermarket Type1,2909.546,14
FDE35,7.06,Regular Fat,-3.1266644185798182,Starchy Foods,59.5904,OUT013,High,Tier 3,Supermarket Type1,761.6752,34
FDT46,11.35,Low Fat,-3.4201804613078437,Snack Foods,52.4008,OUT035,Small,Tier 2,Supermarket Type1,809.6128,17
FDS21,12.987879554655873,Regular Fat,-3.3090345313254126,Snack Foods,62.7194,OUT019,Small,Tier 1,Grocery Store,123.8388,36
DRD12,6.96,Low Fat,-2.5557987651258656,Soft Drinks,90.9146,OUT017,Medium,Tier 2,Supermarket Type1,1459.4336,14
FDR14,13.42606890459364,Low Fat,-1.1883048995002337,Dairy,54.7298,OUT019,Small,Tier 1,Grocery Store,107.8596,36
FDG22,12.987879554655873,Regular Fat,-3.189783976292746,Snack Foods,37.919000000000004,OUT027,Medium,Tier 3,Supermarket Type3,768.9989999999999,36
FDX58,13.15,Low Fat,-3.1273974999789105,Snack Foods,184.195,OUT049,Medium,Tier 1,Supermarket Type1,2746.425,22
FDB40,13.42606890459364,Regular Fat,-4.892402759479668,Dairy,146.7102,OUT027,Medium,Tier 3,Supermarket Type3,4374.306,36
FDJ36,14.5,Regular Fat,-1.5386017801299638,Baking Goods,102.7332,OUT010,Medium,Tier 3,Grocery Store,205.0664,23
NCL53,7.5,Low Fat,-2.80263852900432,Health and Hygiene,177.4028,OUT010,Medium,Tier 3,Grocery Store,354.2056,23
NCX05,15.2,Low Fat,-2.3303784035336315,Health and Hygiene,114.8492,OUT045,Medium,Tier 2,Supermarket Type1,1506.0396,19
FDO21,11.6,Regular Fat,-4.629153397762733,Snack Foods,226.2404,OUT046,Small,Tier 1,Supermarket Type1,1800.3232,24
NCF07,9.0,Low Fat,-3.4372501109794737,Household,102.0016,OUT018,Medium,Tier 3,Supermarket Type2,1518.024,12
FDU20,19.35,Regular Fat,-3.842511215269447,Fruits and Vegetables,119.7098,OUT013,High,Tier 3,Supermarket Type1,1325.6078,34
FDK09,15.2,Low Fat,-1.8734493186951384,Snack Foods,228.0352,OUT010,Medium,Tier 3,Grocery Store,458.0704,23
FDY57,20.2,Regular Fat,-2.110054921873288,Snack Foods,97.5752,OUT035,Small,Tier 2,Supermarket Type1,1534.0032,17
FDD51,13.42606890459364,Low Fat,-2.125511993621726,Dairy,45.2744,OUT027,Medium,Tier 3,Supermarket Type3,905.488,36
FDA49,12.305705009276437,Low Fat,-2.739426664188791,Canned,87.4198,OUT027,Medium,Tier 3,Supermarket Type3,2267.7148,36
FDG33,5.365,Regular Fat,-1.9643980417938551,Seafood,171.0764,OUT046,Small,Tier 1,Supermarket Type1,3263.7516,24
FDG35,21.2,Regular Fat,-5.007279770168899,Starchy Foods,173.6738,OUT049,Medium,Tier 1,Supermarket Type1,2954.1546,22
FDC52,11.15,Regular Fat,-4.791898397840294,Dairy,150.6708,OUT045,Medium,Tier 2,Supermarket Type1,2106.5912,19
FDS34,19.35,Regular Fat,-2.56144318328025,Snack Foods,112.7518,OUT017,Medium,Tier 2,Supermarket Type1,683.1108,14
NCY05,13.5,Low Fat,-2.8990502351780894,Health and Hygiene,33.3874,OUT049,Medium,Tier 1,Supermarket Type1,282.2992,22
FDO46,9.6,Regular Fat,-4.253822637454191,Snack Foods,188.1872,OUT035,Small,Tier 2,Supermarket Type1,1701.7848,17
FDY20,12.5,Regular Fat,-2.502502179157697,Fruits and Vegetables,91.7488,OUT049,Medium,Tier 1,Supermarket Type1,1358.2320000000002,22
FDA13,15.85,Low Fat,-2.544146020258266,Canned,36.3506,OUT035,Small,Tier 2,Supermarket Type1,607.2096,17
FDS04,10.195,Regular Fat,-1.9204507836657456,Frozen Foods,141.7838,OUT013,High,Tier 3,Supermarket Type1,1685.8056,34
FDU51,20.2,Regular Fat,-2.332430097387519,Meat,178.6028,OUT017,Medium,Tier 2,Supermarket Type1,2302.3364,14
FDK50,7.96,Low Fat,-3.5585973647622593,Canned,161.8894,OUT018,Medium,Tier 3,Supermarket Type2,2750.4198,12
FDO60,20.0,Low Fat,-3.3714174582386334,Baking Goods,45.4086,OUT013,High,Tier 3,Supermarket Type1,981.3892,34
FDM13,6.425,Low Fat,-2.756200985718319,Breakfast,133.0626,OUT017,Medium,Tier 2,Supermarket Type1,1442.7886,14
FDU12,12.277108208955223,Regular Fat,-2.585157017852547,Baking Goods,262.7568,OUT027,Medium,Tier 3,Supermarket Type3,7646.0472,36
NCG54,12.1,Low Fat,-2.524087953477845,Household,170.9106,OUT018,Medium,Tier 3,Supermarket Type2,1539.9954,12
FDH40,11.6,Regular Fat,-2.024105829284717,Frozen Foods,82.2276,OUT010,Medium,Tier 3,Grocery Store,243.6828,23
NCI06,13.384736495388669,Low Fat,-2.4823397670521166,Household,179.166,OUT019,Small,Tier 1,Grocery Store,359.532,36
FDA58,9.395,Low Fat,-2.265948321112711,Snack Foods,236.9932,OUT035,Small,Tier 2,Supermarket Type1,4242.4776,17
FDJ02,17.2,Regular Fat,-3.6765899207354855,Canned,147.0418,OUT017,Medium,Tier 2,Supermarket Type1,2354.2688,14
FDP21,7.42,Regular Fat,-3.6556110361584495,Snack Foods,188.9872,OUT018,Medium,Tier 3,Supermarket Type2,2458.1336,12
FDN57,18.25,Low Fat,-2.9146327337550746,Snack Foods,142.0154,OUT035,Small,Tier 2,Supermarket Type1,2127.231,17
FDV26,13.42606890459364,Regular Fat,-2.5797672694596265,Dairy,193.3794,OUT027,Medium,Tier 3,Supermarket Type3,8388.4142,36
FDZ21,17.6,Regular Fat,-3.236967496683832,Snack Foods,94.641,OUT049,Medium,Tier 1,Supermarket Type1,2799.6890000000003,22
FDG21,12.5528431372549,Regular Fat,-1.9269509498936848,Seafood,148.705,OUT027,Medium,Tier 3,Supermarket Type3,1797.66,36
FDF26,6.825,Regular Fat,-3.0613438181754065,Canned,155.1998,OUT018,Medium,Tier 3,Supermarket Type2,2460.7968,12
FDC39,7.405,Low Fat,-1.8384552557383145,Dairy,208.9296,OUT013,High,Tier 3,Supermarket Type1,2700.4848,34
FDQ24,15.7,Low Fat,-2.604139124373658,Baking Goods,250.5724,OUT018,Medium,Tier 3,Supermarket Type2,4026.7584,12
FDC41,15.6,Low Fat,-2.1406826444816307,Frozen Foods,75.667,OUT017,Medium,Tier 2,Supermarket Type1,1301.639,14
NCO14,9.6,Low Fat,-3.003406344054562,Household,44.2086,OUT010,Medium,Tier 3,Grocery Store,44.6086,23
FDE05,12.867061281337046,Regular Fat,-3.432784462069871,Frozen Foods,144.0102,OUT027,Medium,Tier 3,Supermarket Type3,5394.9774,36
FDW52,12.867061281337046,Regular Fat,-3.2876677790403877,Frozen Foods,163.1526,OUT027,Medium,Tier 3,Supermarket Type3,3946.8624,36
FDL36,12.277108208955223,Low Fat,-2.580883503369912,Baking Goods,88.18299999999999,OUT027,Medium,Tier 3,Supermarket Type3,1438.128,36
FDS04,10.195,Regular Fat,-1.919807368292785,Frozen Foods,139.0838,OUT035,Small,Tier 2,Supermarket Type1,3652.5788,17
NCC18,19.1,Low Fat,-1.7285276664752007,Household,172.4422,OUT049,Medium,Tier 1,Supermarket Type1,3621.2862,22
FDN01,8.895,Low Fat,-2.621500610719605,Breakfast,175.937,OUT018,Medium,Tier 3,Supermarket Type2,529.311,12
FDY02,8.945,Regular Fat,-1.9193566504512436,Dairy,262.291,OUT010,Medium,Tier 3,Grocery Store,1314.955,23
FDV15,10.3,Low Fat,-1.917327699018656,Meat,103.7648,OUT017,Medium,Tier 2,Supermarket Type1,2804.3496,14
FDC34,16.0,Regular Fat,-1.753831208239055,Snack Foods,155.2972,OUT045,Medium,Tier 2,Supermarket Type1,3894.93,19
FDX10,6.385,Regular Fat,-2.084170433283646,Snack Foods,34.3874,OUT017,Medium,Tier 2,Supermarket Type1,388.1614,14
NCF19,13.0,Low Fat,-3.3501379086086827,Household,47.9034,OUT013,High,Tier 3,Supermarket Type1,583.2408,34
FDE17,20.1,Regular Fat,-2.904731036651741,Frozen Foods,150.9366,OUT017,Medium,Tier 2,Supermarket Type1,3476.1418,14
FDJ08,11.1,Low Fat,-2.1971181589988515,Fruits and Vegetables,189.2846,OUT018,Medium,Tier 3,Supermarket Type2,3630.6074,12
NCN53,5.175,Low Fat,-3.49561129723129,Health and Hygiene,35.4874,OUT013,High,Tier 3,Supermarket Type1,388.1614,34
FDC16,11.5,Regular Fat,-4.036702249289728,Dairy,88.25399999999999,OUT046,Small,Tier 1,Supermarket Type1,1298.31,24
FDO15,16.75,Regular Fat,-4.755825531619437,Meat,73.7038,OUT018,Medium,Tier 3,Supermarket Type2,1404.1722,12
FDQ23,11.346936274509803,Low Fat,-3.7128828033009134,Breads,102.3332,OUT027,Medium,Tier 3,Supermarket Type3,1948.1308,36
DRF37,17.25,Low Fat,-2.4738188512450714,Soft Drinks,261.591,OUT013,High,Tier 3,Supermarket Type1,3418.883,34
FDN40,5.88,Low Fat,-2.448299657120405,Frozen Foods,155.3998,OUT035,Small,Tier 2,Supermarket Type1,2153.1972,17
FDN24,12.277108208955223,Low Fat,-2.182857921727922,Baking Goods,54.2956,OUT027,Medium,Tier 3,Supermarket Type3,1310.2944,36
